Dista(Graus)	Long	Lat	Bouguer(mGal)
17.1923902692	-39.069456087	-19.5849139889	200.821212769
17.228969823	-39.0360913944	-19.5999093564	198.856414795
17.2655493768	-39.0027267019	-19.6149047238	197.600601196
17.3021289305	-38.9693620093	-19.6299000913	195.848205566
17.3387084843	-38.9359973168	-19.6448954587	199.359222412
17.375288038	-38.9026326242	-19.6598908261	197.393493652
17.4118675918	-38.8692679317	-19.6748861936	197.553863525
17.4484471456	-38.8359032391	-19.689881561	197.276428223
17.4850266993	-38.8025385466	-19.7048769284	200.689208984
17.5216062531	-38.769173854	-19.7198722959	209.664337158
17.5581858069	-38.7358091615	-19.7348676633	216.984542847
17.5947653606	-38.7024444689	-19.7498630308	225.194885254
17.6313449144	-38.6690797764	-19.7648583982	234.124664307
17.6679244682	-38.6357150838	-19.7798537656	241.457214355
17.7045040219	-38.6023503913	-19.7948491331	247.126907349
17.7410835757	-38.5689856987	-19.8098445005	251.401229858
17.7776631295	-38.5356210062	-19.824839868	259.940124512
17.8142426832	-38.5022563136	-19.8398352354	266.243530273
17.850822237	-38.4688916211	-19.8548306028	271.979156494
17.8874017907	-38.4355269285	-19.8698259703	272.151031494
17.9239813445	-38.402162236	-19.8848213377	266.760772705
17.9605608983	-38.3687975434	-19.8998167051	262.489990234
17.997140452	-38.3354328509	-19.9148120726	257.250244141
18.0337200058	-38.3020681583	-19.92980744	250.845962524
18.0702995596	-38.2687034658	-19.9448028075	248.23109436
18.1068791133	-38.2353387732	-19.9597981749	252.770812988
18.1434586671	-38.2019740807	-19.9747935423	253.087387085
18.1800382209	-38.1686093881	-19.9897889098	255.903213501
18.2166177746	-38.1352446956	-20.0047842772	253.071853638
18.2531973284	-38.101880003	-20.0197796447	250.153411865
18.2897768822	-38.0685153105	-20.0347750121	276.755310059
18.3263564359	-38.0351506179	-20.0497703795	302.988067627
18.3629359897	-38.0017859254	-20.064765747	306.538391113
18.3995155434	-37.9684212328	-20.0797611144	297.86895752
18.4360950972	-37.9350565403	-20.0947564818	286.731842041
18.472674651	-37.9016918477	-20.1097518493	284.973449707
18.5092542047	-37.8683271552	-20.1247472167	278.270690918
18.5458337585	-37.8349624626	-20.1397425842	277.143310547
18.5824133123	-37.8015977701	-20.1547379516	274.996612549
18.618992866	-37.7682330775	-20.169733319	277.612213135
18.6555724198	-37.734868385	-20.1847286865	280.247070312
18.6921519736	-37.7015036924	-20.1997240539	283.097167969
18.7287315273	-37.6681389999	-20.2147194214	285.290527344
18.7653110811	-37.6347743073	-20.2297147888	291.997070312
18.8018906349	-37.6014096148	-20.2447101562	298.323516846
18.8384701886	-37.5680449222	-20.2597055237	301.100372314
18.8750497424	-37.5346802297	-20.2747008911	300.265228271
18.9116292961	-37.5013155371	-20.2896962585	295.582733154
18.9482088499	-37.4679508445	-20.304691626	292.743499756
18.9847884037	-37.434586152	-20.3196869934	292.620880127
19.0213679574	-37.4012214594	-20.3346823609	293.796539307
19.0579475112	-37.3678567669	-20.3496777283	300.4402771
19.094527065	-37.3344920743	-20.3646730957	311.866912842
19.1311066187	-37.3011273818	-20.3796684632	321.706512451
19.1676861725	-37.2677626892	-20.3946638306	326.361785889
19.2042657263	-37.2343979967	-20.4096591981	322.264221191
19.24084528	-37.2010333041	-20.4246545655	329.374511719
19.2774248338	-37.1676686116	-20.4396499329	327.263641357
19.3140043876	-37.134303919	-20.4546453004	357.128448486
19.3505839413	-37.1009392265	-20.4696406678	370.443115234
19.3871634951	-37.0675745339	-20.4846360352	381.142028809
19.4237430488	-37.0342098414	-20.4996314027	377.689727783
19.4603226026	-37.0008451488	-20.5146267701	372.183105469
19.4969021564	-36.9674804563	-20.5296221376	367.423339844
19.5334817101	-36.9341157637	-20.544617505	369.400299072
19.5700612639	-36.9007510712	-20.5596128724	373.908752441
19.6066408177	-36.8673863786	-20.5746082399	385.163787842
19.6432203714	-36.8340216861	-20.5896036073	382.958984375
19.6797999252	-36.8006569935	-20.6045989747	383.801422119
19.716379479	-36.767292301	-20.6195943422	378.888336182
19.7529590327	-36.7339276084	-20.6345897096	385.7472229
19.7895385865	-36.7005629159	-20.6495850771	389.586700439
19.8261181403	-36.6671982233	-20.6645804445	379.814300537
19.862697694	-36.6338335308	-20.6795758119	380.471099854
19.8992772478	-36.6004688382	-20.6945711794	384.779449463
19.9358568015	-36.5671041457	-20.7095665468	387.272460938
19.9724363553	-36.5337394531	-20.7245619143	388.611297607
20.0090159091	-36.5003747606	-20.7395572817	389.87689209
20.0455954628	-36.467010068	-20.7545526491	390.033752441
20.0821750166	-36.4336453755	-20.7695480166	388.254150391
20.1187545704	-36.4002806829	-20.784543384	389.074859619
20.1553341241	-36.3669159904	-20.7995387514	390.646759033
20.1919136779	-36.3335512978	-20.8145341189	390.780029297
20.2284932317	-36.3001866053	-20.8295294863	392.03125
20.2650727854	-36.2668219127	-20.8445248538	394.05657959
20.3016523392	-36.2334572202	-20.8595202212	397.601379395
20.338231893	-36.2000925276	-20.8745155886	400.177520752
20.3748114467	-36.1667278351	-20.8895109561	405.47668457
20.4113910005	-36.1333631425	-20.9045063235	408.730010986
20.4479705542	-36.09999845	-20.919501691	411.217834473
20.484550108	-36.0666337574	-20.9344970584	411.097564697
20.5211296618	-36.0332690649	-20.9494924258	411.371765137
20.5577092155	-35.9999043723	-20.9644877933	416.435913086
20.5942887693	-35.9665396798	-20.9794831607	421.975891113
20.6308683231	-35.9331749872	-20.9944785281	424.071899414
20.6674478768	-35.8998102947	-21.0094738956	421.315429688
20.7040274306	-35.8664456021	-21.024469263	410.564178467
20.7406069844	-35.8330809096	-21.0394646305	407.357727051
20.7771865381	-35.799716217	-21.0544599979	405.676239014
20.8137660919	-35.7663515245	-21.0694553653	410.747436523
20.8503456457	-35.7329868319	-21.0844507328	416.281341553
20.8869251994	-35.6996221394	-21.0994461002	418.384002686
20.9235047532	-35.6662574468	-21.1144414677	417.87008667
20.9600843069	-35.6328927543	-21.1294368351	415.502075195
20.9966638607	-35.5995280617	-21.1444322025	415.203033447
21.0332434145	-35.5661633692	-21.15942757	417.29385376
21.0698229682	-35.5327986766	-21.1744229374	420.166564941
21.106402522	-35.4994339841	-21.1894183048	421.49041748
21.1429820758	-35.4660692915	-21.2044136723	420.454223633
21.1795616295	-35.432704599	-21.2194090397	421.363983154
21.2161411833	-35.3993399064	-21.2344044072	423.697967529
21.2527207371	-35.3659752139	-21.2493997746	425.564453125
21.2893002908	-35.3326105213	-21.264395142	428.546539307
21.3258798446	-35.2992458288	-21.2793905095	427.628143311
21.3624593984	-35.2658811362	-21.2943858769	428.306304932
21.3990389521	-35.2325164437	-21.3093812444	427.355834961
21.4356185059	-35.1991517511	-21.3243766118	428.24206543
21.4721980596	-35.1657870586	-21.3393719792	429.34262085
21.5087776134	-35.132422366	-21.3543673467	431.855773926
21.5453571672	-35.0990576735	-21.3693627141	432.734130859
21.5819367209	-35.0656929809	-21.3843580815	433.50088501
21.6185162747	-35.0323282884	-21.399353449	433.922027588
21.6550958285	-34.9989635958	-21.4143488164	434.255187988
21.6916753822	-34.9655989033	-21.4293441839	436.546661377
21.728254936	-34.9322342107	-21.4443395513	437.481414795
21.7648344898	-34.8988695182	-21.4593349187	438.674499512
21.8014140435	-34.8655048256	-21.4743302862	440.17010498
21.8379935973	-34.8321401331	-21.4893256536	438.012512207
21.8745731511	-34.7987754405	-21.5043210211	440.889587402
21.9111527048	-34.765410748	-21.5193163885	443.430297852
21.9477322586	-34.7320460554	-21.5343117559	444.869110107
21.9843118123	-34.6986813629	-21.5493071234	445.358612061
